15:44:14;0;0;
15:44:15;0;0;
15:44:16;0;0;
15:44:17;0;0;
15:44:19;0;0;
15:44:20;0;0;
15:44:21;0;0;
15:44:22;0;0;
15:44:23;0;0;
15:44:25;0;0;
15:44:26;0;0;
15:44:27;0;0;
15:44:28;0;0;
15:44:29;0;0;
15:44:31;0;0;
15:44:32;0;0;
15:44:33;0;0;
15:44:34;0;0;
15:44:35;0;0;
15:44:37;0;0;
15:44:38;1;1;
15:44:39;1;0;
15:44:40;1;0;
15:44:41;1;0;
15:44:42;1;0;
15:44:44;1;0;
15:44:45;1;0;
15:44:46;1;0;
15:44:47;1;0;
15:44:48;1;0;
15:44:50;1;0;
15:44:51;0;1;
15:44:52;0;0;
15:44:54;0;0;
15:44:55;0;0;
15:44:56;0;0;
15:44:57;0;0;
15:44:58;0;0;
15:45:00;0;0;
15:45:01;0;0;
15:45:02;0;0;
15:45:03;0;0;
15:45:04;0;0;
15:45:06;0;0;
15:45:07;0;0;
15:45:08;0;0;
15:45:09;0;0;
15:45:10;0;0;
15:45:11;0;0;
15:45:13;0;0;
15:45:14;0;0;
15:45:15;0;0;
15:45:16;0;0;
15:45:17;0;0;
15:45:19;0;0;
15:45:20;0;0;
15:45:21;0;0;
15:45:22;0;0;
15:45:23;0;0;
15:45:25;0;0;
15:45:26;0;0;
15:45:27;0;0;
15:45:28;0;0;
15:45:29;0;0;
15:45:30;0;0;
15:45:32;0;0;
15:45:33;0;0;
15:45:34;0;0;
15:45:35;0;0;
15:45:36;0;0;
15:45:38;0;0;
15:45:39;0;0;
15:45:40;0;0;
15:45:41;0;0;
15:45:42;0;0;
15:45:44;0;0;
15:45:45;0;0;
15:45:46;0;0;
15:45:47;0;0;
15:45:48;0;0;
15:45:49;0;0;
15:45:51;0;0;
15:45:52;0;0;
15:45:53;0;0;
15:45:54;0;0;
15:45:55;0;0;
15:45:57;0;0;
15:45:58;0;0;
15:45:59;0;0;
15:46:00;0;0;
15:46:01;0;0;
15:46:02;0;0;
15:46:04;0;0;
15:46:05;0;0;
15:46:06;0;0;
15:46:07;0;0;
15:46:08;0;0;
15:46:10;0;0;
15:46:11;0;0;
15:46:12;0;0;
15:46:13;0;0;
