2025-05-25 12:29:24.257175;0;0;
2025-05-25 12:29:25.503760;0;0;
2025-05-25 12:29:26.682601;0;0;
2025-05-25 12:29:27.890152;0;0;
2025-05-25 12:29:29.067651;0;0;
2025-05-25 12:29:30.246280;0;0;
2025-05-25 12:29:31.420006;0;0;
2025-05-25 12:29:32.600093;0;0;
2025-05-25 12:29:33.792293;0;0;
2025-05-25 12:29:35.000101;0;0;
2025-05-25 12:29:36.187285;0;0;
2025-05-25 12:29:37.373138;0;0;
2025-05-25 12:29:38.553939;0;0;
2025-05-25 12:29:39.733300;0;0;
2025-05-25 12:29:40.947441;0;0;
2025-05-25 12:29:42.129797;0;0;
2025-05-25 12:29:43.442942;0;0;
2025-05-25 12:29:44.626684;0;0;
2025-05-25 12:29:45.815550;0;0;
2025-05-25 12:29:47.084039;0;0;
2025-05-25 12:29:48.268556;0;0;
2025-05-25 12:29:49.454089;0;0;
2025-05-25 12:29:50.636442;0;0;
2025-05-25 12:29:52.002939;0;0;
2025-05-25 12:29:53.191049;0;0;
2025-05-25 12:29:54.378902;0;0;
2025-05-25 12:29:55.552820;0;0;
2025-05-25 12:29:56.730113;0;0;
2025-05-25 12:29:57.936270;0;0;
2025-05-25 12:29:59.124697;0;0;
2025-05-25 12:30:00.306987;0;0;
2025-05-25 12:30:01.495501;0;0;
2025-05-25 12:30:02.669917;0;0;
2025-05-25 12:30:03.858636;0;0;
2025-05-25 12:30:05.043955;0;0;
2025-05-25 12:30:06.230900;0;0;
2025-05-25 12:30:07.408641;0;0;
2025-05-25 12:30:08.590162;0;0;
2025-05-25 12:30:09.781388;0;0;
2025-05-25 12:30:10.997233;0;0;
2025-05-25 12:30:12.178515;0;0;
2025-05-25 12:30:13.364063;0;0;
2025-05-25 12:30:14.537179;0;0;
2025-05-25 12:30:15.719540;0;0;
2025-05-25 12:30:16.933469;0;0;
2025-05-25 12:30:18.122997;0;0;
2025-05-25 12:30:19.303343;0;0;
2025-05-25 12:30:20.484225;0;0;
2025-05-25 12:30:21.666412;0;0;
2025-05-25 12:30:22.862300;0;0;
2025-05-25 12:30:24.052674;0;0;
2025-05-25 12:30:25.232275;0;0;
2025-05-25 12:30:26.409796;0;0;
2025-05-25 12:30:27.603238;0;0;
2025-05-25 12:30:28.784764;0;0;
2025-05-25 12:30:29.984497;0;0;
2025-05-25 12:30:31.355520;0;0;
2025-05-25 12:30:32.533662;0;0;
2025-05-25 12:30:33.716785;0;0;
2025-05-25 12:30:34.931022;0;0;
2025-05-25 12:30:36.116210;0;0;
2025-05-25 12:30:37.302232;0;0;
2025-05-25 12:30:38.482755;0;0;
2025-05-25 12:30:39.665725;0;0;
2025-05-25 12:30:40.856357;0;0;
2025-05-25 12:30:42.151945;0;0;
2025-05-25 12:30:43.332591;0;0;
2025-05-25 12:30:44.511240;0;0;
2025-05-25 12:30:45.702667;0;0;
2025-05-25 12:30:46.893176;0;0;
2025-05-25 12:30:48.095918;0;0;
2025-05-25 12:30:49.271419;0;0;
2025-05-25 12:30:50.447067;0;0;
2025-05-25 12:30:51.626093;0;0;
2025-05-25 12:30:52.811667;0;0;
2025-05-25 12:30:54.015544;0;0;
2025-05-25 12:30:55.335288;0;0;
2025-05-25 12:30:56.516929;0;0;
2025-05-25 12:30:57.697970;0;0;
2025-05-25 12:30:58.883595;0;0;
2025-05-25 12:31:00.092655;0;0;
2025-05-25 12:31:01.273184;0;0;
2025-05-25 12:31:02.448125;0;0;
2025-05-25 12:31:03.622716;0;0;
2025-05-25 12:31:04.816432;0;0;
2025-05-25 12:31:06.012536;0;0;
2025-05-25 12:31:07.198509;0;0;
2025-05-25 12:31:08.538867;0;0;
2025-05-25 12:31:09.922996;0;0;
2025-05-25 12:31:11.126513;0;0;
2025-05-25 12:31:12.309270;0;0;
2025-05-25 12:31:13.487326;0;0;
2025-05-25 12:31:14.661934;0;0;
2025-05-25 12:31:15;0;0;
2025-05-25 12:31:15.871061;0;0;
2025-05-25 12:31:16;0;0;
2025-05-25 12:31:17.088074;0;0;
2025-05-25 12:31:17;0;0;
2025-05-25 12:31:18.321419;0;0;
2025-05-25 12:31:18;0;0;
2025-05-25 12:31:19.498044;0;0;
2025-05-25 12:31:20;0;0;
2025-05-25 12:31:20.684105;0;0;
2025-05-25 12:31:21;0;0;
2025-05-25 12:31:21.865687;0;0;
2025-05-25 12:31:22;0;0;
2025-05-25 12:31:23.075664;0;0;
2025-05-25 12:31:23;0;0;
2025-05-25 12:31:24.261827;0;0;
2025-05-25 12:31:24;0;0;
2025-05-25 12:31:25.434464;0;0;
2025-05-25 12:31:26;0;0;
2025-05-25 12:31:26.617688;0;0;
2025-05-25 12:31:27;0;0;
2025-05-25 12:31:27.807140;0;0;
2025-05-25 12:31:28;0;0;
2025-05-25 12:31:28.995406;0;0;
2025-05-25 12:31:29;0;0;
2025-05-25 12:31:30.204991;0;0;
2025-05-25 12:31:30;0;0;
2025-05-25 12:31:31.383029;0;0;
2025-05-25 12:31:32;0;0;
2025-05-25 12:31:32.566579;0;0;
2025-05-25 12:31:33;0;0;
2025-05-25 12:31:33.755184;0;0;
2025-05-25 12:31:34;0;0;
2025-05-25 12:31:34.947054;0;0;
2025-05-25 12:31:35;0;0;
2025-05-25 12:31:36.152840;0;0;
2025-05-25 12:31:36;0;0;
2025-05-25 12:31:37.327784;0;0;
2025-05-25 12:31:38;0;0;
2025-05-25 12:31:38.507901;0;0;
2025-05-25 12:31:39;0;0;
2025-05-25 12:31:39.700137;0;0;
2025-05-25 12:31:40;0;0;
2025-05-25 12:31:40.974416;0;0;
2025-05-25 12:31:41;0;0;
2025-05-25 12:31:42.198238;0;0;
2025-05-25 12:31:42;0;0;
2025-05-25 12:31:43.371820;0;0;
2025-05-25 12:31:44;0;0;
2025-05-25 12:31:44.550051;0;0;
2025-05-25 12:31:45;0;0;
2025-05-25 12:31:45.732428;0;0;
2025-05-25 12:31:46;0;0;
2025-05-25 12:31:46.925323;0;0;
2025-05-25 12:31:47;0;0;
2025-05-25 12:31:48.127890;0;0;
2025-05-25 12:31:49;0;0;
2025-05-25 12:31:49.319794;0;0;
2025-05-25 12:31:50;0;0;
2025-05-25 12:31:50.503409;0;0;
2025-05-25 12:31:51;0;0;
2025-05-25 12:31:51.684703;0;0;
2025-05-25 12:31:52;0;0;
2025-05-25 12:31:52.882505;0;0;
2025-05-25 12:31:53;0;0;
2025-05-25 12:31:54.119247;0;0;
2025-05-25 12:31:55;0;0;
2025-05-25 12:31:55.328913;0;0;
2025-05-25 12:31:56;0;0;
2025-05-25 12:31:56.516607;0;0;
2025-05-25 12:31:57;0;0;
2025-05-25 12:31:57.741938;0;0;
2025-05-25 12:31:58;0;0;
2025-05-25 12:31:58.934214;0;0;
2025-05-25 12:31:59;0;0;
2025-05-25 12:32:00.133366;0;0;
2025-05-25 12:32:01;0;0;
2025-05-25 12:32:01.331038;0;0;
2025-05-25 12:32:02;0;0;
2025-05-25 12:32:02.525503;0;0;
2025-05-25 12:32:03;0;0;
