2025-05-05/25/25 15:57:18;0;0;
2025-05-05/25/25 15:57:20;0;0;
2025-05-05/25/25 15:57:21;0;0;
2025-05-05/25/25 15:57:22;0;0;
2025-05-05/25/25 15:57:23;0;0;
2025-05-05/25/25 15:57:25;0;0;
2025-05-05/25/25 15:57:26;0;0;
2025-05-05/25/25 15:57:27;0;0;
2025-05-05/25/25 15:57:28;0;0;
2025-05-05/25/25 15:57:29;0;0;
2025-05-05/25/25 15:57:30;0;0;
2025-05-05/25/25 15:57:32;0;0;
2025-05-05/25/25 15:57:33;0;0;
